EmployeeID,Age,Department,Attrition,Salary,Experience,Education,Gender
1001,29.0,Finance,Yes,60344.37096774193,18.819148936170212,Master's,Male
1002,39.0,Marketing,No,60344.37096774193,18.819148936170212,Bachelor's,Female
1003,36.0,Finance,Yes,33513.0,18.0,PhD,Female
1004,41.0,Marketing,Yes,60344.37096774193,18.819148936170212,Bachelor's,Female
1005,56.0,Sales,Yes,49912.0,0.0,Bachelor's,Female
1006,41.0,Sales,No,46265.0,18.819148936170212,High School,Female
1007,24.0,Sales,No,60344.37096774193,18.0,PhD,Male
1008,27.0,IT,No,60344.37096774193,18.819148936170212,High School,Female
1009,41.0,Marketing,No,60344.37096774193,14.0,Master's,Female
1010,60.0,Sales,No,60344.37096774193,18.819148936170212,High School,Male
1011,57.0,HR,Yes,60344.37096774193,8.0,Bachelor's,Female
1012,41.0,Marketing,Yes,60344.37096774193,40.0,Bachelor's,Female
1013,41.0,Marketing,No,60344.37096774193,18.819148936170212,High School,Female
1014,41.0,IT,No,60344.37096774193,18.819148936170212,Bachelor's,Female
1015,22.0,Finance,Yes,60344.37096774193,8.0,PhD,Female
1016,41.0,IT,No,60344.37096774193,18.819148936170212,PhD,Male
1017,39.0,Sales,No,78502.0,26.0,Bachelor's,Female
1018,41.0,HR,Yes,79986.0,12.0,Bachelor's,Male
1019,28.0,HR,No,70993.0,18.819148936170212,Bachelor's,Female
1020,46.0,Sales,No,60344.37096774193,18.819148936170212,Bachelor's,Male
1021,41.0,HR,No,35320.0,18.819148936170212,Master's,Female
1022,41.0,IT,No,45719.0,18.819148936170212,Master's,Female
1023,41.0,IT,Yes,66175.0,21.0,Master's,Female
1024,41.0,Sales,No,40258.0,29.0,PhD,Male
1025,41.0,HR,Yes,60344.37096774193,9.0,PhD,Female
1026,41.0,Marketing,No,60344.37096774193,18.819148936170212,Master's,Female
1027,41.0,Finance,No,60344.37096774193,18.819148936170212,Bachelor's,Female
1028,41.0,Marketing,No,32139.0,18.819148936170212,High School,Male
1029,41.0,IT,Yes,60344.37096774193,34.0,Master's,Male
1030,26.0,IT,No,60344.37096774193,18.819148936170212,High School,Female
1031,41.0,IT,No,60344.37096774193,18.819148936170212,Master's,Female
1032,27.0,IT,No,60344.37096774193,18.819148936170212,High School,Female
1033,41.0,Finance,Yes,60344.37096774193,6.0,Bachelor's,Female
1034,41.0,Sales,No,60344.37096774193,30.0,PhD,Male
1035,45.0,IT,Yes,60344.37096774193,18.819148936170212,Master's,Female
1036,41.0,HR,Yes,82684.0,39.0,Master's,Female
1037,41.0,Finance,No,57861.0,18.819148936170212,Bachelor's,Female
1038,41.0,IT,Yes,65688.0,18.819148936170212,Bachelor's,Female
1039,41.0,HR,Yes,72443.0,7.0,Master's,Female
1040,41.0,IT,No,60344.37096774193,2.0,High School,Male
1041,37.0,Sales,Yes,84174.0,18.819148936170212,Bachelor's,Male
1042,41.0,Finance,No,34679.0,7.0,Bachelor's,Male
1043,41.0,Sales,Yes,60344.37096774193,15.0,Master's,Female
1044,57.0,Finance,Yes,60344.37096774193,18.819148936170212,Master's,Female
1045,42.0,IT,No,60344.37096774193,18.819148936170212,PhD,Male
1046,36.0,IT,No,60344.37096774193,37.0,Bachelor's,Female
1047,41.0,Finance,No,60344.37096774193,26.0,Bachelor's,Male
1048,39.0,HR,Yes,60344.37096774193,18.819148936170212,High School,Male
1049,41.0,HR,No,60344.37096774193,17.0,Master's,Male
1050,42.0,IT,No,60344.37096774193,23.0,Bachelor's,Male
1051,41.0,IT,No,60344.37096774193,18.819148936170212,PhD,Female
1052,51.0,Sales,No,58688.0,18.819148936170212,Master's,Female
1053,38.0,IT,No,69192.0,18.819148936170212,Bachelor's,Female
1054,41.0,Finance,No,60344.37096774193,18.819148936170212,Bachelor's,Female
1055,41.0,HR,No,60344.37096774193,18.819148936170212,High School,Female
1056,41.0,HR,Yes,60344.37096774193,17.0,PhD,Female
1057,41.0,Sales,No,31695.0,18.819148936170212,Bachelor's,Female
1058,41.0,HR,Yes,60344.37096774193,5.0,Master's,Male
1059,45.0,HR,Yes,60344.37096774193,40.0,High School,Female
1060,41.0,Marketing,No,68477.0,18.819148936170212,Master's,Male
1061,53.0,Finance,Yes,60344.37096774193,15.0,Master's,Female
1062,25.0,Marketing,Yes,60344.37096774193,36.0,Bachelor's,Female
1063,41.0,HR,Yes,67764.0,4.0,Bachelor's,Male
1064,41.0,Sales,Yes,80011.0,37.0,Master's,Female
1065,41.0,Sales,Yes,60344.37096774193,18.819148936170212,PhD,Female
1066,41.0,HR,Yes,60344.37096774193,9.0,Bachelor's,Female
1067,41.0,IT,Yes,48229.0,17.0,Bachelor's,Male
1068,41.0,Marketing,Yes,60344.37096774193,18.819148936170212,Bachelor's,Female
1069,41.0,HR,Yes,60344.37096774193,11.0,Bachelor's,Female
1070,41.0,Sales,Yes,60344.37096774193,1.0,High School,Female
1071,41.0,Sales,No,60344.37096774193,18.819148936170212,Master's,Female
1072,41.0,Marketing,Yes,60344.37096774193,18.819148936170212,High School,Female
1073,43.0,Finance,Yes,73917.0,1.0,Bachelor's,Female
1074,41.0,HR,No,86212.0,16.0,Bachelor's,Female
